University Name,description,Link,web_address,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,overall_score,image_url,Country
Jawaharlal Nehru University,"Jawaharlal Nehru University  is a public research university located in Delhi, India. It was established in 1969 and named after Jawaharlal Nehru, India's first Prime Minister. The university is known for",http://www.jnu.ac.in/,https://www.timeshighereducation.com/world-university-rankings/jawaharlal-nehru-university,43.9,17.3,26.6,43,19.3,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Jawaharlal_Nehru_University_Logo_vectorized.svg/150px-Jawaharlal_Nehru_University_Logo_vectorized.svg.png,India
Maharaja Sayajirao University of Baroda,"Maharaja Sayajirao University of Baroda, formerly Baroda College, is a public university in the city of Vadodara, Gujarat, India. Originally established as a college in 1881, it became a university in 1949 after India's independence. It was later[whe",http://www.msubaroda.ac.in/,https://www.timeshighereducation.com/world-university-rankings/maharaja-sayajirao-university-baroda,14.1,9.3,17.2,34.9,14.4,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Msu_baroda_logo.png/220px-Msu_baroda_logo.png,India
Osmania University,"Osmania University is a collegiate public state university located in Hyderabad, Telangana, India. Mir Osman Ali Khan, the 7th Nizam of Hyderabad, issued a firman calling for its creation on 29 August 1917. It is the third oldest university in sou",http://www.osmania.ac.in/,https://www.timeshighereducation.com/world-university-rankings/osmania-university,36,10.2,31.5,39.6,15.4,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Osmania_University_Logo.png/220px-Osmania_University_Logo.png,India
Panjab University,"Panjab University  is an Indian collegiate public state university located in Chandigarh. Funded through both State and Union governments, it is considered a state university. It traces its origins to the University of the Punjab in Lahore, wh",http://www.puchd.ac.in/,https://www.timeshighereducation.com/world-university-rankings/panjab-university,27,14.4,56.6,34.9,16.5,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Panjab_University_logo.png/220px-Panjab_University_logo.png,India
Pondicherry University,"Pondicherry University, also known as PU, is a central research university located in Kalapet, Pondicherry in Union Territory of Puducherry, India. It was established by an Act of Parliament in 1985 by the Department of Higher Education, Ministry of",http://www.pondiuni.org/,https://www.timeshighereducation.com/world-university-rankings/pondicherry-university,36.5,19.2,18.3,34.5,14.5,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Pondy_Univ_logo1.png/220px-Pondy_Univ_logo1.png,India
PSG College of Technology,"PSG College of Technology  is an autonomous, government aided, private engineering college in Coimbatore, India. It is affiliated with Anna University. It is an initiative of the PSG and Sons Charities Trust.",http://www.psgtech.edu/,https://www.timeshighereducation.com/world-university-rankings/psg-college-technology,19.8,9.5,12.8,34.9,13.6,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/PSG_College_of_Technology_logo.png/220px-PSG_College_of_Technology_logo.png,India
Sri Venkateswara University,"Sri Venkateswara University  is a public state university located in Tirupati in Andhra Pradesh, India. The university is named after Lord Venkateswara, whose shrine is located in the city.",http://svuni.ap.nic.in/,https://www.timeshighereducation.com/world-university-rankings/sri-venkateswara-university,37.3,10,32.6,35,20.4,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Sri_Venkateswara_University_logo.png/220px-Sri_Venkateswara_University_logo.png,India
Tamil Nadu Agricultural University,"Tamil Nadu Agricultural University  is the state agricultural university of Tamil Nadu Headquartered in Coimbatore, Tamil Nadu, India. It is the 1st State Agriculture University  of India to be accredited by Indian Council of Agricultur",http://dbs.tn.nic.in/tnau/,https://www.timeshighereducation.com/world-university-rankings/tamil-nadu-agricultural-university,23.5,8.9,2.7,40.5,14.8,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Tamil_Nadu_Agricultural_University_Logo.gif/220px-Tamil_Nadu_Agricultural_University_Logo.gif,India
Tezpur University,"Tezpur University is a Central University located in Tezpur in the North-Eastern state of Assam, India, established by an act of Parliament, in 1994.",http://www.tezu.ernet.in/,https://www.timeshighereducation.com/world-university-rankings/tezpur-university,26.3,12.4,29,41.7,14.1,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Tezpur_University_logo.png/150px-Tezpur_University_logo.png,India
Thapar Institute of Engineering and Technology,"Thapar Institute of Engineering and Technology , formerly Thapar University, is a private deemed-to-be-university, in Patiala, India. The institute provides multiple subjects; including art, computer science and business administration.",http://www.tiet.ac.in/,https://www.timeshighereducation.com/world-university-rankings/thapar-institute-engineering-and-technology,19.1,9.7,66.5,36,20.9,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Thapar_Logo.png/300px-Thapar_Logo.png,India
University of Delhi,"The University of Delhi, informally known as Delhi University , is a collegiate research central university located in Delhi, India. It was founded in 1922 by an Act of the Central Legislative Assembly and is recognised",http://www.du.ac.in/,https://www.timeshighereducation.com/world-university-rankings/university-delhi,37.6,17.8,42.8,34.5,17.3,28.3,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/University_of_Delhi.png/150px-University_of_Delhi.png,India
University of Mumbai,"University of Mumbai  is a public state university in Mumbai. It is one of the largest university systems in the world with over 549,000 students on its campuses and affiliated colleges. As of 2013[update",http://www.mu.ac.in/,https://www.timeshighereducation.com/world-university-rankings/university-mumbai,31.1,10.2,17.2,35,17.6,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/University_of_Mumbai_coat_of_arms.svg/200px-University_of_Mumbai_coat_of_arms.svg.png,India
University of Mysore,"The University of Mysore is a public state university in Mysore, Karnataka, India. The university was founded during the reign of Maharaja Krishnaraja Wadiyar IV and the premiership of Sir M. Visvesvaraya. The university is recognised by the Universi",http://www.uni-mysore.ac.in/,https://www.timeshighereducation.com/world-university-rankings/university-mysore,31.3,8.2,8.4,34.8,30.6,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Mysore_university_building.JPG/220px-Mysore_university_building.JPG,India
University of Baghdad,"The University of Baghdad   is a public research university in Baghdad, Iraq. It is the largest university in Iraq and the tenth largest in the Arab world.",http://www.uobaghdad.edu.iq/,https://www.timeshighereducation.com/world-university-rankings/university-baghdad,19.5,7.9,43.5,35.2,31.1,22.2,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/University_of_Baghdad_official_seal.svg/220px-University_of_Baghdad_official_seal.svg.png,Iraq
Amirkabir University of Technology,"Amirkabir University of Technology  , also called the Tehran Polytechnic, is a public technological university located in Tehran, Iran. Founded in 1958, AUT is the oldest technical university established in Iran.",http://www.aut.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/amirkabir-university-technology,34.2,31.8,43.2,76.5,21.9,35.3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/AKUT.svg/150px-AKUT.svg.png,Iran
Babol Noshirvani University of Technology,"Babol Noshirvani University of Technology , sometimes also referred to as Noshirvani Institute of Technology or NIT, is a public research university and Institute of Technology in Babol, Mazandaran province in the north of Iran, 20�km  s",http://www.nit.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/babol-noshirvani-university-technology,15.3,21.2,99.8,42.2,17.1,42.4,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Nooshirvani_of_Babol_University_of_Technology_Logo.png/180px-Nooshirvani_of_Babol_University_of_Technology_Logo.png,Iran
Ferdowsi University of Mashhad,"Ferdowsi University of Mashhad  is a public university in Mashhad, the capital city of the Iranian province of Razavi Khorasan. FUM is named after Abul-Q�sem Ferdowsi Tusi, who is",http://www.um.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/ferdowsi-university-mashhad,25.9,18.5,23.1,41.8,21.2,22.2,https://upload.wikimedia.org/wikipedia/en/b/b3/Ferdowsi_University_Mashad.jpg,Iran
Imam Khomeini International University,"Imam Khomeini International University , informally Qazvin International University,  is an international university in Iran that was founded after the Islamic Revolution. The bill of IKIU?s constitution was ratified by the Iranian Parliament i",http://www.ikiu.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/imam-khomeini-international-university,12.3,8.5,78,34.7,20.7,28.3,https://upload.wikimedia.org/wikipedia/en/1/16/Imamkhoneinilogo.jpg,Iran
Iran University of Medical Sciences,"Iran University of Medical Sciences   is a high ranked medical university in Iran. Located in Tehran, it was fo",http://www.iums.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/iran-university-medical-sciences,37.7,10,52.6,43.4,20.7,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Iran_University_of_Medical_Sciences%28IUMS%29.jpg/220px-Iran_University_of_Medical_Sciences%28IUMS%29.jpg,Iran
Isfahan University of Medical Sciences,Isfahan University of Medical Sciences also known as Medical University of Isfahan   is a university special,http://www.mui.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/isfahan-university-medical-sciences,40.9,11.9,22.4,37.4,16.1,22.2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Voroodi.jpg/220px-Voroodi.jpg,Iran
Isfahan University of Technology,"The Isfahan University of Technology   is a leading public university in Iran, situated near the city of Isfahan. The university comprises 14 faculties and departments, serving ap",http://www.iut.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/isfahan-university-technology,25.4,23.4,41.7,85.5,22.6,28.3,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Isfahan_University_of_Technology_%28seal%29.svg/200px-Isfahan_University_of_Technology_%28seal%29.svg.png,Iran
Mashhad University of Medical Sciences,"Mashhad University of Medical Sciences  is a medical school in Iran. Located in Razavi Khorasan province in the city of Mashhad, it was established in 1949 with Ferdowsi University of Mashad and separated in 1986 from its parent institution by",http://www.mums.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/mashhad-university-medical-sciences,28.1,12.3,73,34.5,19.9,35.3,https://upload.wikimedia.org/wikipedia/en/8/84/Mashhad_University_of_Medical_Sciences_%28emblem%29.jpg,Iran
Semnan University,"Semnan University  is a public research university in Semnan, Iran. Located near the Semnan Space Center  and about 216�km east of Tehran, It is the largest state center of higher education i",http://www.semnan.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/semnan-university,16.9,9.9,39.3,34.4,16.5,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Ir_usemn.gif/220px-Ir_usemn.gif,Iran
Shahed University,"Shahed University  is a public university in Tehran, Iran. The campus is located in the southern part of Tehran along the Persian Gulf Freeway. Founded in 1990, the university started its activities by accepting 165 students in",http://www.shahed.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/shahed-university,19.3,11.6,10.6,37.2,14.5,10.7,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Shahed_University.svg/220px-Shahed_University.svg.png,Iran
Shahid Bahonar University of Kerman,"Shahid Bahonar University of Kerman  is a research institution and university of engineering and science in Iran, which offers both undergraduate and postgraduate studies. Located in the Kerman province of Iran, the university is among the top",http://www.uk.ac.ir/,https://www.timeshighereducation.com/world-university-rankings/shahid-bahonar-university-kerman,17.8,13.7,15.1,41.6,15.1,10.7,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Bahonar_university.png/220px-Bahonar_university.png,Iran
